SaleID,CustomerID,ProductID,SaleDate,Quantity,TotalAmount
196,46,22,2023-11-13,2,195.4
197,605,80,2022-02-08,4,282.24
198,619,23,2023-07-02,1,22.68
199,338,5,2022-10-08,1,54.06
200,45,99,2022-07-02,3,275.07
201,624,28,2022-08-29,2,93.28
202,795,59,2022-09-25,3,39.78
203,393,73,2023-12-03,3,251.1
204,648,23,2023-03-02,1,22.68
205,471,35,2022-03-19,5,408.05
206,437,66,2022-03-10,2,122.86
207,440,49,2022-09-24,5,384.8
208,117,14,2022-06-10,5,419.9
209,196,86,2022-02-14,5,343.95
210,237,63,2023-06-08,4,385.08
211,208,38,2023-06-12,5,459.4
212,618,13,2022-05-05,4,182.44
213,42,75,2023-11-26,1,33.85
214,365,15,2022-01-24,2,101.84
215,678,92,2023-06-26,1,51.83
216,94,34,2023-12-12,4,145.0
217,237,83,2023-08-15,5,478.25
218,104,70,2023-07-19,4,333.64
219,274,8,2023-02-23,5,435.65
220,186,100,2023-12-03,5,243.6
221,633,53,2022-01-21,3,265.65
222,550,85,2022-05-27,3,176.91
223,169,46,2023-01-28,2,188.54
224,154,9,2023-10-17,2,92.62
225,321,72,2023-08-21,5,76.2
226,781,43,2022-03-17,3,273.9
227,556,36,2023-02-13,3,56.94
228,897,31,2022-02-10,3,163.56
229,29,66,2023-08-23,1,61.43
230,52,8,2023-04-17,3,261.39
231,795,16,2022-12-13,1,55.51
232,725,10,2022-09-22,2,82.24
233,683,82,2023-07-30,2,52.86
234,218,92,2023-10-02,5,259.15
235,607,7,2023-02-14,1,84.16
236,670,97,2023-03-02,1,60.49
237,568,87,2022-11-10,2,91.06
238,856,13,2022-11-15,1,45.61
239,605,30,2023-05-12,4,218.4
240,637,99,2022-09-02,1,91.69
241,79,74,2023-10-17,1,27.32
242,300,37,2022-04-11,3,33.72
243,609,50,2023-09-14,2,96.18
244,291,73,2022-01-31,4,334.8
245,994,32,2022-03-04,2,129.38
246,368,54,2022-08-06,1,35.67
247,32,13,2023-05-16,2,91.22
248,108,22,2022-12-19,4,390.8
249,204,42,2023-07-30,3,158.73
250,364,1,2022-04-28,5,306.8
251,97,65,2023-10-29,2,73.84
252,148,100,2023-01-31,4,194.88
253,965,11,2022-08-30,4,311.36
254,345,34,2023-02-26,2,72.5
255,702,18,2022-03-24,5,174.55
256,535,47,2023-12-05,5,483.7
257,152,59,2023-08-12,1,13.26
258,39,39,2022-04-08,1,26.04
259,770,46,2023-11-04,1,94.27
260,690,47,2022-07-25,1,96.74
261,132,15,2022-11-07,1,50.92
262,309,11,2023-10-13,4,311.36
263,140,63,2023-02-13,3,288.81
264,38,62,2023-04-15,4,317.2
265,491,46,2023-02-16,3,282.81
266,503,60,2022-06-18,3,230.82
267,414,50,2023-12-30,2,96.18
268,685,84,2022-08-06,2,182.08
269,732,30,2023-04-22,5,273.0
270,647,83,2023-06-30,4,382.6
271,225,84,2022-12-23,4,364.16
272,176,23,2022-11-03,4,90.72
273,98,21,2023-05-26,1,52.72
274,244,22,2022-12-19,4,390.8
275,850,49,2022-12-30,3,230.88
276,270,19,2022-06-06,1,44.41
277,806,54,2022-04-21,4,142.68
278,447,13,2022-07-05,1,45.61
279,459,78,2022-10-25,4,160.52
280,473,64,2022-12-10,3,108.36
281,912,93,2022-02-10,1,23.57
282,930,71,2023-09-24,1,33.29
283,42,8,2022-03-12,1,87.13
284,800,70,2022-07-13,2,166.82
285,953,22,2022-05-15,4,390.8
286,791,53,2022-08-24,2,177.1
287,917,19,2022-03-04,1,44.41
288,924,54,2023-10-23,3,107.01
289,816,14,2023-06-07,1,83.98
290,536,72,2023-12-26,1,15.24
291,530,46,2022-02-01,1,94.27
292,441,83,2022-08-14,4,382.6
293,702,9,2022-07-10,1,46.31
294,289,88,2023-11-29,5,155.25
295,280,5,2023-11-08,5,270.3
296,151,79,2022-11-02,3,80.67
297,470,88,2023-09-18,3,93.15
298,315,59,2023-04-17,5,66.3
299,460,1,2023-07-12,1,61.36
300,498,96,2023-11-20,1,87.99
301,1000,10,2023-06-29,1,41.12
302,874,1,2023-06-29,2,122.72
303,396,10,2022-10-15,5,205.6
304,507,17,2022-03-12,5,252.55
305,290,4,2022-07-20,1,93.99
306,51,66,2022-03-11,2,122.86
307,378,87,2022-12-20,5,227.65
308,709,11,2022-07-31,1,77.84
309,276,43,2023-01-28,3,273.9
310,83,31,2023-06-27,4,218.08
311,165,2,2022-06-21,5,210.0
312,70,71,2022-08-18,2,66.58
313,115,95,2023-04-16,2,101.24
314,8,24,2022-01-28,1,88.81
315,212,82,2023-05-12,2,52.86
316,683,83,2022-02-14,4,382.6
317,585,82,2023-06-12,1,26.43
318,109,12,2023-07-02,5,231.95
319,71,94,2022-09-03,5,327.5
320,37,79,2022-01-11,2,53.78
321,330,82,2023-05-11,1,26.43
322,524,66,2022-10-30,3,184.29
323,217,9,2023-12-09,4,185.24
324,123,28,2022-06-24,5,233.2
325,87,36,2022-01-15,1,18.98
326,32,95,2023-07-30,5,253.1
327,204,44,2022-12-01,1,30.35
328,817,46,2023-05-10,4,377.08
329,361,85,2023-07-13,5,294.85
330,300,81,2023-07-19,2,50.34
331,67,41,2023-01-21,4,81.16
332,947,72,2022-01-17,1,15.24
333,303,95,2023-01-26,1,50.62
334,420,38,2023-12-25,4,367.52
335,946,68,2022-02-26,4,315.92
336,79,34,2023-08-28,5,181.25
337,159,63,2023-08-13,4,385.08
338,232,85,2022-01-01,5,294.85
339,727,81,2022-10-02,5,125.85
340,120,65,2022-11-05,2,73.84
341,405,31,2023-04-02,4,218.08
342,583,87,2022-07-31,4,182.12
343,435,81,2022-05-25,1,25.17
344,144,49,2023-02-25,1,76.96
345,379,14,2023-09-09,3,251.94
346,605,93,2022-01-30,2,47.14
347,547,73,2022-07-30,1,83.7
348,545,52,2022-01-08,2,167.44
349,371,81,2022-04-21,2,50.34
350,867,14,2022-09-15,5,419.9
351,238,79,2023-03-15,5,134.45
352,825,71,2023-01-20,5,166.45
353,521,11,2023-06-27,4,311.36
354,670,3,2022-08-30,2,84.58
355,853,28,2023-03-08,5,233.2
356,246,17,2022-04-29,4,202.04
357,17,75,2023-06-06,3,101.55
358,483,20,2022-04-05,4,148.24
359,255,32,2022-08-17,2,129.38
360,354,60,2023-04-20,3,230.82
361,372,28,2023-05-29,5,233.2
362,818,40,2023-05-22,3,68.85
363,708,61,2022-03-19,1,49.46
364,546,62,2022-09-26,2,158.6
365,507,44,2023-10-28,4,121.4
366,528,33,2022-06-10,5,300.1
367,285,8,2022-12-11,2,174.26
368,903,7,2023-09-23,5,420.8
369,435,57,2022-01-14,2,191.56
370,556,56,2022-10-25,1,54.27
371,985,95,2022-10-16,1,50.62
372,718,21,2022-10-26,5,263.6
373,462,41,2022-10-25,3,60.87
374,287,82,2023-08-17,4,105.72
375,501,60,2022-06-25,3,230.82
376,916,96,2022-08-16,4,351.96
377,301,41,2023-09-04,5,101.45
378,59,89,2022-08-20,5,494.0
379,777,21,2022-08-25,2,105.44
380,343,68,2022-01-11,3,236.94
381,1000,51,2022-12-28,4,73.28
382,596,84,2022-08-16,1,91.04
383,251,13,2023-05-08,3,136.83
384,114,41,2022-07-08,3,60.87
385,968,15,2023-07-25,5,254.6
386,584,53,2023-10-02,5,442.75
387,507,4,2022-01-14,1,93.99
388,147,39,2022-07-29,1,26.04
389,640,36,2022-11-04,2,37.96
390,163,41,2023-02-20,2,40.58
391,806,52,2023-10-25,2,167.44
392,330,63,2023-03-16,5,481.35
393,380,43,2022-08-06,4,365.2
394,856,66,2022-09-08,3,184.29
395,542,58,2023-05-15,3,258.51
396,202,9,2022-03-09,4,185.24
397,628,69,2023-07-21,3,191.64
398,683,63,2022-02-25,4,385.08
399,973,27,2023-08-15,4,205.52
400,688,92,2023-07-31,4,207.32
401,388,33,2023-05-16,5,300.1
402,453,8,2023-07-06,1,87.13
403,591,69,2023-06-12,5,319.4
404,517,35,2023-04-16,4,326.44
405,534,100,2023-03-04,4,194.88
406,112,38,2023-07-22,5,459.4
407,292,57,2023-03-12,4,383.12
408,789,67,2023-08-28,2,39.98
409,526,89,2023-08-26,2,197.6
410,555,50,2022-01-31,5,240.45
411,76,95,2022-12-24,1,50.62
412,616,100,2022-03-30,1,48.72
413,111,24,2023-07-15,3,266.43
414,339,18,2023-10-04,5,174.55
415,503,52,2023-08-29,5,418.6
416,468,94,2022-01-11,5,327.5
417,706,67,2023-01-22,3,59.97
418,728,55,2022-12-09,1,25.08
419,194,25,2023-02-12,2,37.74
420,395,92,2023-04-13,4,207.32
421,413,5,2022-11-28,2,108.12
422,758,12,2023-09-24,4,185.56
423,780,21,2023-10-17,3,158.16
424,444,31,2022-08-16,5,272.6
425,664,33,2023-09-04,5,300.1
426,652,68,2022-08-19,3,236.94
427,153,35,2022-02-10,3,244.83
428,338,57,2022-10-11,1,95.78
429,403,78,2023-09-27,4,160.52
430,785,19,2022-12-12,5,222.05
431,604,84,2023-01-06,2,182.08
432,584,68,2023-07-19,1,78.98
433,788,66,2023-06-13,2,122.86
434,600,47,2022-06-16,3,290.22
435,989,32,2023-01-16,1,64.69
436,431,7,2022-03-19,1,84.16
437,888,47,2022-04-15,3,290.22
438,133,49,2023-08-17,2,153.92
439,595,34,2023-02-24,5,181.25
440,402,85,2022-08-20,4,235.88
441,990,83,2023-05-15,3,286.95
442,940,88,2022-11-10,2,62.1
443,39,85,2022-05-06,3,176.91
444,898,21,2023-11-21,4,210.88
445,110,56,2023-10-30,1,54.27
446,940,63,2023-03-17,5,481.35
447,528,21,2023-06-08,1,52.72
448,232,77,2022-03-06,2,114.02
449,385,68,2022-11-06,3,236.94
450,913,26,2023-09-12,3,46.05
451,344,18,2022-09-14,3,104.73
452,41,24,2022-03-17,2,177.62
453,546,8,2023-08-24,3,261.39
454,965,63,2022-12-28,5,481.35
455,407,32,2022-12-28,3,194.07
456,896,24,2023-07-25,3,266.43
457,138,43,2023-02-04,5,456.5
458,455,74,2022-05-05,3,81.96
459,269,36,2022-06-07,1,18.98
460,304,11,2023-02-19,3,233.52
461,511,36,2023-11-26,3,56.94
462,1,24,2022-09-04,1,88.81
463,151,58,2023-08-29,5,430.85
464,441,43,2023-09-01,2,182.6
465,218,56,2022-04-09,5,271.35
466,769,4,2023-12-09,3,281.97
467,709,76,2023-03-14,2,117.86
468,955,58,2022-08-24,5,430.85
469,501,91,2022-03-31,5,492.1
470,61,7,2022-09-09,3,252.48
471,809,94,2022-01-22,2,131.0
472,38,22,2023-01-13,1,97.7
473,238,13,2022-03-26,3,136.83
474,786,70,2022-02-23,1,83.41
475,761,93,2022-04-11,4,94.28
476,157,6,2023-10-03,3,97.35
477,244,20,2022-11-23,4,148.24
478,709,93,2023-03-21,2,47.14
479,776,12,2022-12-07,5,231.95
480,438,71,2023-08-02,1,33.29
481,499,67,2023-11-19,4,79.96
482,793,66,2023-08-08,5,307.15
483,274,6,2022-08-17,2,64.9
484,292,80,2023-11-26,5,352.8
485,566,8,2023-08-18,1,87.13
486,147,73,2022-02-02,1,83.7
487,177,55,2022-03-16,2,50.16
488,278,48,2022-02-26,5,403.0
489,66,75,2023-01-10,2,67.7
490,646,33,2023-02-03,5,300.1
491,174,20,2023-11-10,1,37.06
492,162,93,2022-08-09,4,94.28
493,231,30,2023-07-19,2,109.2
494,255,7,2023-12-18,4,336.64
495,644,28,2022-05-23,5,233.2
496,999,3,2023-10-22,3,126.87
497,471,7,2023-04-09,4,336.64
498,916,63,2022-04-04,1,96.27
499,424,66,2023-03-01,2,122.86
500,198,24,2023-01-15,5,444.05
501,479,33,2022-04-30,4,240.08
502,584,96,2022-08-30,3,263.97
503,890,54,2022-02-28,2,71.34
504,503,5,2023-05-18,1,54.06
505,420,18,2022-09-27,3,104.73
506,188,34,2022-04-05,2,72.5
507,145,99,2023-05-07,1,91.69
508,614,52,2022-05-16,1,83.72
509,392,80,2023-04-04,1,70.56
510,211,71,2022-06-10,4,133.16
511,993,18,2022-02-22,1,34.91
512,598,34,2022-10-03,5,181.25
513,433,11,2023-02-11,1,77.84
514,576,13,2022-04-22,4,182.44
515,903,34,2023-11-27,2,72.5
516,485,17,2022-02-25,1,50.51
517,10,99,2023-07-16,5,458.45
518,848,2,2023-02-19,4,168.0
519,19,34,2022-03-15,2,72.5
520,783,52,2022-06-20,4,334.88
521,417,22,2023-11-26,3,293.1
522,371,17,2022-04-13,4,202.04
523,89,85,2023-11-06,5,294.85
524,10,13,2023-11-16,5,228.05
525,720,6,2022-10-31,5,162.25
526,80,65,2023-06-04,5,184.6
527,504,25,2022-11-10,4,75.48
528,993,52,2023-01-06,1,83.72
529,384,75,2022-09-29,1,33.85
530,215,63,2023-07-20,2,192.54
531,951,58,2023-01-23,1,86.17
532,984,14,2023-08-29,4,335.92
533,539,47,2022-04-14,3,290.22
534,734,63,2022-03-30,5,481.35
535,183,90,2022-03-08,4,70.64
536,705,27,2023-05-09,5,256.9
537,433,47,2023-12-19,5,483.7
538,249,91,2022-07-04,2,196.84
539,103,47,2022-08-27,4,386.96
540,173,89,2023-12-15,4,395.2
541,904,80,2022-06-11,5,352.8
542,266,3,2023-01-31,4,169.16
543,643,75,2022-07-17,4,135.4
544,577,2,2023-08-21,3,126.0
545,127,14,2023-05-24,3,251.94
546,544,5,2022-03-09,5,270.3
547,410,79,2022-09-05,3,80.67
548,525,95,2023-09-20,2,101.24
549,976,35,2023-01-19,3,244.83
550,374,56,2022-07-24,1,54.27
551,302,70,2023-12-04,2,166.82
552,565,81,2022-03-10,5,125.85
553,982,25,2022-08-29,5,94.35
554,933,48,2022-04-12,2,161.2
555,486,44,2023-04-10,2,60.7
556,764,82,2023-11-11,5,132.15
557,929,88,2022-07-09,5,155.25
558,64,73,2023-12-23,5,418.5
559,864,6,2022-06-14,5,162.25
560,236,62,2023-10-03,4,317.2
561,824,30,2022-08-20,5,273.0
562,609,34,2023-12-16,5,181.25
563,995,90,2022-05-27,4,70.64
564,821,42,2022-09-28,4,211.64
565,811,33,2023-07-16,1,60.02
566,495,39,2023-11-07,2,52.08
567,932,59,2022-10-02,5,66.3
568,531,61,2023-12-17,3,148.38
569,630,51,2023-01-07,4,73.28
570,749,9,2023-08-18,1,46.31
571,683,28,2022-10-17,1,46.64
572,348,37,2022-07-12,4,44.96
573,719,35,2022-02-16,4,326.44
574,282,74,2022-07-21,4,109.28
575,963,37,2022-11-26,1,11.24
576,358,95,2023-02-01,3,151.86
577,871,45,2022-04-19,4,355.32
578,925,18,2023-05-29,2,69.82
579,221,18,2023-09-18,1,34.91
580,51,73,2022-07-12,5,418.5
581,71,80,2023-09-04,5,352.8
582,355,97,2022-06-04,2,120.98
583,375,53,2022-07-21,1,88.55
584,915,61,2023-01-18,5,247.3
585,826,88,2023-01-24,4,124.2
586,862,75,2023-07-01,1,33.85
587,42,96,2023-09-03,5,439.95
588,143,55,2023-02-24,4,100.32
589,645,91,2023-12-22,2,196.84
590,870,76,2022-10-21,1,58.93
591,192,71,2023-01-15,1,33.29
592,360,20,2023-12-16,4,148.24
593,498,50,2023-07-02,3,144.27
594,215,3,2022-01-08,2,84.58
595,575,69,2023-05-25,3,191.64
596,221,15,2023-09-26,5,254.6
597,236,94,2022-01-30,1,65.5
598,670,66,2022-03-23,2,122.86
599,607,41,2022-03-17,5,101.45
600,228,23,2023-03-08,3,68.04
601,945,26,2022-04-22,1,15.35
602,463,35,2023-12-08,4,326.44
603,524,78,2023-04-05,5,200.65
604,125,26,2022-03-06,1,15.35
605,59,96,2022-08-22,5,439.95
606,287,56,2023-08-17,2,108.54
607,616,40,2023-12-12,5,114.75
608,445,17,2023-09-12,3,151.53
609,486,66,2022-11-17,5,307.15
610,780,85,2022-09-29,2,117.94
611,576,7,2023-11-24,5,420.8
612,813,67,2022-07-26,3,59.97
613,702,54,2023-03-20,5,178.35
614,952,14,2022-01-20,1,83.98
615,101,59,2023-04-05,3,39.78
616,494,15,2022-04-03,2,101.84
617,298,2,2023-03-04,5,210.0
618,741,28,2022-10-29,2,93.28
619,686,33,2022-12-14,4,240.08
620,726,47,2023-09-21,1,96.74
621,615,74,2022-12-30,3,81.96
622,108,55,2022-10-18,4,100.32
623,144,47,2023-05-18,4,386.96
624,426,98,2023-06-21,4,249.92
625,470,21,2022-02-16,1,52.72
626,882,68,2023-05-11,5,394.9
627,4,56,2022-09-20,2,108.54
628,217,36,2023-11-21,5,94.9
629,881,22,2022-11-09,5,488.5
630,735,95,2022-11-12,3,151.86
631,249,59,2023-11-08,3,39.78
632,982,11,2023-12-07,4,311.36
633,513,77,2023-12-13,3,171.03
634,125,5,2022-02-25,4,216.24
635,945,35,2022-10-24,2,163.22
636,278,78,2022-09-07,1,40.13
637,851,19,2022-10-26,3,133.23
638,840,98,2023-06-23,4,249.92
639,307,98,2022-10-21,2,124.96
640,281,60,2022-04-04,1,76.94
641,170,29,2023-02-02,2,157.84
642,547,24,2023-08-07,4,355.24
643,200,95,2023-11-27,2,101.24
644,985,96,2022-10-15,4,351.96
645,707,88,2023-03-17,1,31.05
646,713,31,2022-09-22,1,54.52
647,416,13,2022-07-21,4,182.44
648,620,20,2022-01-03,2,74.12
649,223,18,2023-05-20,1,34.91
650,821,45,2023-07-01,3,266.49
651,703,56,2023-03-14,4,217.08
652,99,65,2023-06-03,1,36.92
653,265,97,2023-03-24,1,60.49
654,830,25,2022-06-27,2,37.74
655,677,59,2022-11-30,2,26.52
656,430,36,2023-02-28,3,56.94
657,143,49,2023-03-06,5,384.8
658,72,67,2022-05-14,1,19.99
659,524,48,2023-11-03,4,322.4
660,184,44,2022-03-29,5,151.75
661,113,8,2023-03-25,5,435.65
662,471,87,2023-01-28,2,91.06
663,950,71,2022-02-07,1,33.29
664,936,74,2023-06-14,2,54.64
665,362,36,2023-11-28,5,94.9
666,17,9,2022-05-23,2,92.62
667,57,72,2023-10-15,1,15.24
668,218,55,2023-03-17,2,50.16
669,688,36,2023-02-13,1,18.98
670,243,8,2022-11-28,5,435.65
671,430,15,2022-10-08,4,203.68
672,718,26,2022-04-10,5,76.75
673,343,15,2023-02-14,2,101.84
674,152,65,2022-07-21,1,36.92
675,580,41,2023-08-23,5,101.45
676,479,43,2023-11-11,3,273.9
677,947,72,2022-02-12,1,15.24
678,48,18,2022-07-12,5,174.55
679,239,23,2023-11-23,5,113.4
680,947,16,2023-07-02,1,55.51
681,912,80,2022-03-07,1,70.56
682,398,80,2023-01-22,1,70.56
683,425,24,2022-05-01,3,266.43
684,76,88,2023-03-25,2,62.1
685,594,32,2022-06-22,4,258.76
686,69,99,2022-03-15,2,183.38
687,808,24,2023-11-15,2,177.62
688,987,15,2022-04-20,1,50.92
689,143,39,2022-11-07,2,52.08
690,545,32,2022-04-12,5,323.45
691,902,31,2022-03-07,3,163.56
692,750,41,2023-09-30,1,20.29
693,59,2,2022-03-20,5,210.0
694,529,95,2022-04-23,5,253.1
695,154,32,2022-06-19,3,194.07
696,28,70,2022-06-20,2,166.82
697,528,45,2022-05-25,3,266.49
698,361,67,2022-03-07,4,79.96
699,578,87,2023-08-21,4,182.12
700,137,73,2022-03-16,2,167.4
701,303,81,2023-01-10,4,100.68
702,239,77,2022-05-14,3,171.03
703,894,21,2022-08-01,5,263.6
704,2,23,2023-09-17,2,45.36
705,435,100,2023-02-07,3,146.16
706,631,100,2023-07-26,3,146.16
707,227,92,2023-08-29,5,259.15
708,159,96,2023-05-25,5,439.95
709,951,17,2023-09-17,4,202.04
710,664,15,2022-03-04,5,254.6
711,323,77,2022-01-25,3,171.03
712,345,18,2023-02-15,3,104.73
713,950,35,2022-01-31,4,326.44
714,220,67,2022-12-23,2,39.98
715,72,21,2023-10-22,4,210.88
716,656,79,2022-06-19,4,107.56
717,658,11,2023-11-24,4,311.36
718,277,98,2022-10-20,4,249.92
719,566,90,2023-12-26,4,70.64
720,55,40,2022-11-06,1,22.95
721,494,89,2023-07-22,1,98.8
722,430,81,2023-12-20,1,25.17
723,279,5,2022-05-04,2,108.12
724,793,12,2023-03-10,3,139.17
725,19,77,2023-05-02,4,228.04
726,175,74,2022-07-29,3,81.96
727,835,97,2022-08-03,2,120.98
728,971,6,2023-10-25,2,64.9
729,419,36,2022-04-22,5,94.9
730,918,8,2023-06-20,1,87.13
731,618,65,2022-05-29,3,110.76
732,315,22,2023-02-24,5,488.5
733,26,51,2022-12-06,4,73.28
